tekst,change,company
podpisac umowy na dostawa kwas tereftalowego do sk eurochem,1,1
podpisac warunkowy umowy sprzedaz udzial w petrotel,0,1
szacunek poziom zobowiazanie spolka na koniec 2006 rok,0,1
wybor biegly rewident,1,1
otrzymac notyfikacja w sprawa wykonanie opcja sprzedaz akcja,1,1
nabycie udzial spolka raf lab przez laboratorium,0,1
anwil nabyc obligacja wyemitowac przez,0,1
zawarcie umowy przez petrocentrum z petrotank,0,1
umowa pozyczka,0,1
zbycie udzial spolka zespol wypoczynkowy mazowsze,0,1
nabycie obligacja spolka przez anwil,1,1
projekt uchwala na zwz zwolac na dzien 29 czerwiec 2005 rok,1,1
ksiegowosc sp. z o.o. nabyc obligacja,0,1
nabycie udzial spolka upstream sp. z o.o.,1,1
szacunek wybrany dany operacyjny za 3 kwartal 2008 rok,0,1
raport roczny,1,1
deutschland nabyc obligacja wyemitowac przez spolka,0,1
zmiana w sklad rn,0,1
zostac wlasciciel akcja spolka ab mazeikiu nafta,0,1
projekt uchwala na nwz zwolac na 30 grudzien 2004 r.,1,1
deutschland nabyc obligacja wyemitowac przez,1,1
sprawozdanie finansowy za 3 kwartal 2004 rok wedlug mssf,1,1
wplyw wycena zapas metoda lifo,1,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,1,1
powolanie pan grzegorza michniewicza do sklad rn,1,1
raport okresowy qsr,0,1
dane finansowy za 1 kwartal 2009 r.,0,1
zawarcie umowic przez petrocentrum z petrotank,0,1
pan piotr kownacki zostac powolany na wiceprezes zarzad,0,1
rada nadzorczy powolac cztery czlonek zarzad spolka,1,1
zmiana termin skonsolidowac raport finansowy za 2 kwartal 2005r.,1,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
zlozenie zlecenie zaplata za akcja spolka ab mazeikiu nafta,0,1
asfalt sp. z o.o. nabyc obligacja wyemitowac przez spolka,1,1
zawarcie kontrakt przez deutschland z deutsche biskup,1,1
deutschland nabyc obligacja,0,1
asfalt sp. z o.o. nabyc obligacja,0,1
deutschland nabyc obligacja spolka,1,1
umowa sprzedaz udzial w spolka petromor sp. z o.o.,1,1
transakcja z podmiot powiazac powyzej 500 000 euro,0,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
anwil nabyc obligacja wyemitowac przez,1,1
sprzedaz udzial w spolka samrelaks machocice,0,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
podwyzszenie kapital zakladowy plocki park przemyslowo   technologiczny,1,1
zbycie udzial przez jednostka zalezny,0,1
deutschland nabyc obligacja wyemitowac przez,1,1
iks solino nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,0,1
zmiana w sklad rad nadzorczy,0,1
international exploration & production podpisac umowa nabycie udzial,1,1
przejscie prawa wlasnosc udzial w awsa holland ii b.v.,1,1
otrzymac odpis trzeci pozew od sad arbitrazowy,0,1
nabycie udzial spolka ksiegowosc sp. z o.o.,0,1
iks solino nabyc obligacja wyemitowac przez spolka,1,1
projekt uchwala na zwz spolka zwolac na dzien 27 czerwiec 2006 rok,1,1
umowa na dostawa kwas tereftalowego do mitsubishi chemical corporation,0,1
anwil nabyc obligacja wyemitowac przez,1,1
szacunek wybrany dany operacyjny za 4 kwartal 2007,1,1
maciej mataczynski zlozyc rezygnacja z funkcja przewodniczacy rn,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
dariusz jacek krawiec zostac powolany na wiceprezes zarzad,1,1
anwil nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,0,1
fmr copr. i fidelity international w posiadanie 21 436 944 sztuk akcja,0,1
zawrzec z gmina plock umowa darowizna akcja spolka wisla plock,0,1
podpisac z petrocentrum umowa na sprzedaz paliwo,0,1
zmiana w sklad zarzad spolka ab mazeikiu nafta,0,1
termin przekazywac raport okresowy w 2008 rok,0,1
deutschland nabyc obligacja wyemitowac przez spolka,1,1
zmiana w sklad zarzad,0,1
wybor wiceprzewodniczacy rad nadzorczy,1,1
iks solino nabyc obligacja wyemitowac przez spolka,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
raport okresowy qsr,1,1
wplyw wycena zapas metoda lifo na wynik finansowy,1,1
objac udzial w podwyzszyc kapital zakladowy petrocentrum sp. z o.o.,0,1
podwyzszenie kapital plocki park przemyslowo technologicznego,0,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
powolanie janusza zielinskiego do rad nadzorczy,0,1
otwarcie postepowanie likwidacyjny etylobenzen plock sp. z o.o.,0,1
wniosek o wszczac postepowanie arbitrazowy przeciwko yukos international uk b.v.,0,1
zawarcie umowy pomiedzy ab mazeikiu nafta i spolka kolej litewski,1,1
deutschland nabyc obligacja wyemitowac przez spolka,0,1
nabycie obligacja,0,1
zwolanie nwz na dzien 31 styczen 2006 rok,1,1
szacunek wybrany dany operacyjny za 2 kwartal 2009 r.,1,1
oddalenie powodztwo przez sad okregowy,1,1
akcjonariusz na nwz posiadajacy co malo 5  glos,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0,1
zwolanie nwz na dzien 30 grudzien 2004 rok,0,1
anwil nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja,0,1
deutschland nabyc obligacja wyemitowac przez,1,1
projekt uchwala na nwz na dzien 30 listopad 2006 roku.,0,1
podpisac z petrocentrum umowa na sprzedaz paliwo,1,1
umowa na kupno i sprzedaz paliwo z j&s energy,1,1
transakcja z podmiot powiazac powyzej 500 000 euro,1,1
anwil nabyc obligacja spolka,1,1
strategia na latac 2007 2012,0,1
nabycie obligacja przez za anwil,1,1
prawo wylacznosc zaopatrywac mazeikiu nafta w ropa naftowy,1,1
trminy przekazywac raport okresowy w 2007 r.,1,1
deutschland nabyc obligacja wyemitowac przez,0,1
projekt uchwala na zwz,1,1
skorygowac sprawozdanie finansowy za rok 2004 wedlug mssf,1,1
ab mazeikiu nafta nabyc udzial w uab mazeikiu nafta health care centre,1,1
o czasowy wstrzymanie produkcja i sprzedaz biopaliwo on bio,1,1
zaktualizowac oswiadczenie wobec zasada lad korporacyjny,0,1
nabycie obligacja,1,1
akceptacja warunki umowy na sprzedaz akcja kaucuk a.s.,1,1
wplyw wycena zapas metoda lifo na wynik za i kwartal 2005,0,1
zmiana w kapital zakladowy spolka rafineria trzebinia,1,1
rozwiazanie umowy z kd petrotrade fze,0,1
podpisac umowy zakup akcja kaucuk miedzy unipetrol oraz firma chemiczny dwor,1,1
anwil nabyc obligacja wyemitowac przez,0,1
skonsolidowac raport roczny,0,1
uzupelnienie raport biezacy numer 33/2006,0,1
dane finansowy za 1 kwartal 2007 r. wedlug segment dzialalnosc,1,1
raport okresowy qsr,1,1
lista akcjonariusz posiadajacych  co malo 5  liczba glos na zwz,1,1
anwil nabyc obligacja wyemitowac przez,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
projekt uchwala na zwz zwolac na dzien 31 maja 2007 rok,0,1
zmiana data publikacja raport okresowy,0,1
zlozenie wniosek o ogloszenie upadlosc spolka transport krakow sp. z o.o.,0,1
nabycie obligacja,0,1
rezygnacja dariusza dabski z funkcja przewodniczacy rn,0,1
nabycie obligacja przez anwil,1,1
nabycie obligacja przez anwil,1,1
deutschland nabyc obligacja,1,1
asfalt sp. z o.o. nabyc obligacja wyemitowac przez spolka,1,1
otrzymac odpis drugie pozew od sad arbitrazowy o zaplata kary umowny,0,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,1,1
tresc uchwala podjac przez zwz 27 czerwiec 2006 r.,0,1
zaktualizowac oswiadczenie wobec zasada lad korporacyjny,0,1
zmiana w sklad rad nadzorczy,0,1
odrzucenie wniosek o zgoda na ogloszenie obowiazkowy wezwanie,0,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,0,1
zarzad rafineria trzebinia podjac decyzja o wznowienie produkcja,0,1
termin przekazywac raport okresowy w 2009 rok,0,1
rezygnacja wieslawa rozluckiego z ubiegac siebie o wybor do rn w nastepna kadencja,0,1
przeniesienie akcja spolka nalezacy do nafta polski na rzecz skarb panstwo,0,1
wstepne wybrana dane operacyjny i finansowy za okres lipiec   sierpien,0,1
wstepne wybrana dane operacyjny i finansowy za okres lipiec   sierpien,0,1
przerwa w obrada zwza,0,1
tresc uchwala podjac przez zwz,0,1
anwil nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,1,1
deutschland nabyc obligacja wyemitowac przez,1,1
deutschland nabyc obligacja wyemitowac przez,0,1
kandydat do rad nadzorczy,0,1
zawarcie umowy na dostawa ropa do unipetrol rafineria,0,1
nabycie obligacja przez deutschland,1,1
kaucuk a.s. nabyc udzial w spolka butadien kralupy a.s.,1,1
strategia integracja z spolka unipetrol a.s.,0,1
zakonczenie proces przyjmowac zapis na sprzedaz akcja,0,1
nabycie obligacja,0,1
deutschland nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez spolka,1,1
anwil nabyc obligacja wyemitowac przez,1,1
zwolanie zwz na dzien 6 czerwiec 2008 r.,0,1
sad apelacyjny uniewaznic uchwala nwz  dot. powolanie na przewodniczacy rn,0,1
nabyc dodatkowy czesc akcja polkomtel,1,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
deutschland nabyc obligacja,0,1
anwil nabyc obligacja wyemitowac przez,0,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,0,1
zawarcie umowy kredyt wielowalutowych,0,1
zmiana data publikacja raport okresowy za czwarty kwartal 2007,1,1
deutschland nabyc obligacja wyemitowac przez,0,1
podwyzszenie kapital plocki park przemyslowo   technologiczny,1,1
anwil nabyc obligacja wyemitowac przez,0,1
podpisac umowa z petraco oil company ltd na dostawa ropa naftowy,0,1
nabycie obligacja,0,1
aktualny oswiadczenie wobec zasada lad korporacyjny,1,1
raport okresowy qsr,1,1
dane finansowy za 1 kwartal 2008 r.,1,1
zakonczenie trzy sprawa przed sad arbitrazowy,1,1
umowa na sprzedaz etylobenzenu  butadien i frakcja c4,0,1
iks solino ponownie nabyc obligacja,1,1
korekta raport biezacy numer 67/2005,1,1
anwil nabyc obligacja wyemitowac przez,1,1
projekcja wskaznik dzwignia finansowy kapitalowy na latac 2007 2012,0,1
ocena sytuacja przedstawic przez rada nadzorczy,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
iks solino nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,0,1
powolanie dariusza jacka krawiec na prezes zarzad,0,1
rezygnacja wojciecha heydla z stanowisko prezes zarzad,0,1
zwolanie zwz,1,1
deutschland nabyc obligacja wyemitowac przez,1,1
wykonanie umowy opcja sprzedaz akcja ab mazeikiu nafta,0,1
anwil nabyc obligacja wyemitowac przez,0,1
rezygnacja pan piotra osiecki z funkcja czlonek rad nadzorczy,1,1
sprawozdanie finansowy za rok 2004 wedlug mssf,0,1
fitch ratings obnizyc ocena kredytowy,1,1
spelnienie siebie warunek zawrzec w umowa nabycie akcja spolka unipetrol a.s.,0,1
zmiana w sklad zarzad,0,1
raport okresowy qsr,0,1
iks solino nabyc obligacja wyemitowac przez spolka,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,1,1
postoj instalacja hydrokrakingu w zaklad produkcyjny,0,1
dane finansowy za 1 kwartal 2007 r. wedlug segment dzialalnosc,1,1
raport okresowy qsr,1,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,1,1
akcjonariusz 5  ogolny liczba glos na nwz w dzien 30.11.2006,0,1
anwil nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez spolka,1,1
zawrzec umowa z petrocentrum sp. z o.o.,1,1
umowa petrocentrum sp. z o.o. z petrotank sp. z o.o.,1,1
koltrans sp. z o.o. nabyc obligacja spolka,1,1
anwil nabyc obligacja wyemitowac przez,1,1
zawarcie umowic nabycie akcja mazeikiu nafta,0,1
podpisac z biskup polski umowa na sprzedaz paliwo,0,1
podpisac z shell polski umowa na sprzedaz paliwo,0,1
kandydat do rad nadzorczy,0,1
anwil nabyc obligacja wyemitowac przez,1,1
wykaz informacja przekazac przez do publiczny wiadomosci w 2006 r.,1,1
objac udzial w nowo zarejestrowac spolka,1,1
rzad republika litewski zrzec siebie prawa pierwokup w,1,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
wojciech heydel zostac powolany na prezes zarzad,0,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
liczba akcja w posiadanie commercial union ofe bph cu wbk,1,1
zmiana w zarzad,1,1
umowa sprzedaz udzial w spolka poilen sp. z o.o. w likwidacja,1,1
oil sprzedac udzial w petro oil dolnoslaski centrum sprzedaz,0,1
uchwala walny zgromadzenie polkomtel w sprawa dywidenda,0,1
nabycie obligacja,1,1
zwolanie zwz,0,1
transakcja na akcja,0,1
zmiana data publikacja raport okresowy,0,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
zniesienie przez sad amerykanski termin rozprawa w sprawa pismo procesowy,0,1
zawarcie kontrakt z shell polski sp. z o.o.,0,1
zawarcie kontrakt z biskup polski sp. z o.o.,0,1
raport roczny,0,1
skonsolidowac raport roczny,0,1
stwierdzenie niewaznosc uchwala wza z dzien 28 czerwiec 2004 rok,0,1
podpisac umowic dotyczyc sprzedaz akcja,1,1
deutschland nabyc obligacja wyemitowac przez,1,1
podpisac umowy pomiedzy unipetrol a.s. oraz deza,1,1
polski koncern naftowy program emisja obligacja,1,1
anwil nabyc obligacja wyemitowac przez spolka,1,1
zlozenie pismo procesowy przez syndyk yukos oil company,0,1
zbycie udzial w spolka naftoport,1,1
dane finansowy za 3 kwartal i trzy kwartal 2006r.,0,1
raport okresowy qsr,0,1
wstrzymanie dostawa ropa przez petroval,1,1
asfalt sp. z o.o. nabyc obligacja wyemitowac przez,1,1
asfalt sp. z o.o. nabyc obligacja,1,1
anwil nabyc obligacja wyemitowac przez,1,1
podpisac z gunvor international b.v. amsterdam umowa na dostawa ropa naftowy,0,1
doreczyc spolka decyzja prezes uokik,1,1
korekta raport okresowy w postac jednostkowy raport roczny,1,1
rezygnacja jerzego woznicki z funkcja czlonek rad nadzorczy,1,1
ocena sytuacja przedstawic przez rada nadzorczy,1,1
zaktualizowac oswiadczenie wobec zasada lad korporacyjny,0,1
akcjonariusz posiadajacy 5  ogolny liczba glos na nwz,0,1
deutschland nabyc obligacja wyemitowac przez,1,1
objecie akcja w spolka transport,0,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
dane finansowy za 2. kwartal i dwa kwartal 2006 r.,1,1
raport okresowy qsr,1,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
podpisac z star oil establishment umowa na dostawa ropa naftowy do unipetrol rpa,0,1
transport nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0,1
iks solino nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,0,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,0,1
deutschland nabyc obligacja wyemitowac przez,1,1
deutschland nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez spolka,1,1
dane finansowy za 2 kwartal 2009 r.,1,1
skonsolidowac raport polroczny,1,1
asfalt sp. z o.o. nabyc obligacja wyemitowac przez spolka,1,1
transport nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,1,1
nabycie obligacja,0,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0,1
iks solino nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,1,1
deutschland nabyc obligacja wyemitowac przez,1,1
deutschland nabyc obligacja,0,1
asfalt sp. z o.o. nabyc obligacja,0,1
umowa na dostawa ropa naftowy do ab mazeikiu nafta,0,1
podpisac umowy,1,1
anwil nabyc obligacja wyemitowac przez,1,1
szacunek wybrany dany operacyjny za 2 kwartal 2009 r.,1,1
zmiana data publikacja raport okresowy,0,1
przeniesienie akcja spolka nalezacy do nafta polski na rzecz skarb panstwo,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
lista akcjonariusz posiadajacych  co malo 5  liczba glos na zwz,1,1
tresc uchwala podjac przez zwz 15 lipiec 2009 r.,1,1
anwil nabyc obligacja wyemitowac przez,0,1
wniosek o wszczac postepowanie arbitrazowy przeciwko yukos international uk b.v.,0,1
deutschland nabyc obligacja wyemitowac przez spolka,0,1
nabycie obligacja,0,1
rozwiazanie umowy z kd petrotrade fze,0,1
podpisac z star oil establishment umowa na dostawa ropa naftowy do unipetrol rpa,0,1
asfalt sp. z o.o. nabyc obligacja,1,1
anwil nabyc obligacja wyemitowac przez,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
iks solino nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,1,1
zakonczenie trzy sprawa przed sad arbitrazowy,1,1
przerwa w obrada zwza,0,1
tresc uchwala podjac przez zwz,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
deutschland nabyc obligacja wyemitowac przez,0,1
nabycie obligacja,0,1
anwil nabyc obligacja spolka,1,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
projekt uchwala na zwz,1,1
zwolanie zwz,1,1
ksiegowosc sp. z o.o. nabyc obligacja,1,1
anwil nabyc obligacja spolka,1,1
nabycie obligacja,0,1
podpisac z j&s  service & investment ltd. umowa na dostawa ropa,1,1
deutschland nabyc obligacja wyemitowac przez spolka,0,1
anwil nabyc obligacja wyemitowac przez,0,1
podpisac z gunvor international b.v. amsterdam umowa na dostawa ropa naftowy,0,1
anwil nabyc obligacja wyemitowac przez,1,1
zmiana data publikacja raport okresowy,1,1
deutschland nabyc obligacja wyemitowac przez,1,1
asfalt sp. z o.o. nabyc obligacja wyemitowac przez,1,1
moody's investors service obnizyc ocena kredytowy do ba1,0,1
nabycie obligacja,0,1
zawrzec umowa z petrocentrum sp. z o.o.,1,1
umowa petrocentrum sp. z o.o. z petrotank sp. z o.o.,1,1
koltrans sp. z o.o. nabyc obligacja spolka,1,1
anwil nabyc obligacja wyemitowac przez,1,1
raport okresowy qsr,0,1
dane finansowy za 1 kwartal 2009 r.,0,1
anwil nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,0,1
deutschland nabyc obligacja,0,1
nabycie obligacja,0,1
iks solino nabyc obligacja wyemitowac przez spolka,1,1
anwil nabyc obligacja wyemitowac przez,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
wykaz informacja przekazac do publiczny wiadomosci w 2008 r.,0,1
nabycie obligacja,0,1
raport roczny,0,1
skonsolidowac raport roczny,0,1
wykonanie umowy opcja sprzedaz akcja ab mazeikiu nafta,0,1
porozumienie z banka w sprawa umowic kredytowy,1,1
anwil nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,1,1
szacunek wybrany dany operacyjny za 1 kwartal 2009 r.,1,1
nabycie obligacja,1,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
nabycie obligacja,1,1
anwil nabyc obligacja wyemitowac przez,1,1
deutschland nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
nabycie obligacja,1,1
nabycie obligacja,1,1
nabycie obligacja,1,1
anwil nabyc obligacja wyemitowac przez,0,1
uzgodnienie warunki wykonanie umowy opcja sprzedaz akcja,1,1
anwil nabyc obligacja wyemitowac przez,0,1
nabycie obligacja,0,1
anwil nabyc obligacja wyemitowac przez spolka,1,1
otrzymac notyfikacja w sprawa wykonanie opcja sprzedaz akcja,1,1
deutschland nabyc obligacja wyemitowac przez spolka,0,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
anwil nabyc obligacja wyemitowac przez,0,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,0,1
anwil nabyc obligacja wyemitowac przez,0,1
iks solino nabyc obligacja wyemitowac przez,0,1
ab mazeikiu nafta zawiazac spolka uab remonta mechanikos centras,0,1
ab mazeikiu nafta zawiazac spolka uab emas,0,1
fitch ratings obnizyc ocena kredytowy dla,0,1
dane finansowy za 4 kwartal 2008r.,0,1
rozwiazanie umowy z synthos dwor sp. z o.o.,0,1
anwil nabyc obligacja wyemitowac przez,0,1
zawarcie umowy pomiedzy ab mazeikiu nafta i spolka kolej litewski,1,1
anwil nabyc obligacja wyemitowac przez,1,1
otwarcie postepowanie likwidacyjny powiernik sp. z o.o.,1,1
deutschland nabyc obligacja wyemitowac,0,1
umowa z gunvor international b.v. amsterdam na dostawa ropa naftowy,0,1
szacunek wybrany dany operacyjny za 4 kwartal 2008 r.,0,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,1,1
iks solino nabyc obligacja wyemitowac przez,1,1
deutschland nabyc obligacja wyemitowac przez spolka,0,1
transakcja na akcja,0,1
asfalt sp. z o.o. nabyc obligacja wyemitowac przez spolka,1,1
termin przekazywac raport okresowy w 2009 rok,0,1
anwil nabyc obligacja wyemitowac przez,1,1
yukos international uk b.v. nie zgadzac siebie z roszczenie,1,1
